learners,metrics,0,1,2,3,4,5,6,7,8,9
Mean,fit_time,0.0016260147094726562,0.0015468597412109375,0.0008559226989746094,0.001355886459350586,0.0014524459838867188,0.001482248306274414,0.0007293224334716797,0.0016906261444091797,0.0007100105285644531,0.0006532669067382812
Mean,score_time,0.001949310302734375,0.001837015151977539,0.000919342041015625,0.001773834228515625,0.001739501953125,0.0016932487487792969,0.0008864402770996094,0.0016641616821289062,0.0008969306945800781,0.0008728504180908203
Mean,test_MSE,0.02275977259563481,0.008479457537570886,0.022134583647646703,0.024268512943717305,0.018136818621237012,0.008409737662759677,0.020884800575543205,0.02483975622769127,0.008989681918167442,0.018778551851265538
Mean,train_MSE,0.014862926230257647,0.01638657960476475,0.01493482694670077,0.01446836702491515,0.015283377983262753,0.01635572844502155,0.015127308226026337,0.014788997987017466,0.016062785178182586,0.015192555473939613
Mean,test_MAE,0.14981696364442448,0.09033035682221224,0.1483080363555755,0.15448348182221225,0.12528828743036058,0.0825,0.1439229443448005,0.153350351109745,0.08136256404399878,0.1356317511416856
Mean,train_MAE,0.11484202396142956,0.12227784981420611,0.1150306398725357,0.11425870918920611,0.11790810848818757,0.12325664441698263,0.11643769055481948,0.11558065357618817,0.12212499785489236,0.11719143539146629
Mean,test_EV,3.3306690738754696e-16,0.0,-4.440892098500626e-16,0.0,1.1102230246251565e-16,0.0,0.0,0.0,0.0,0.0
Mean,train_EV,0.0,0.0,1.1102230246251565e-16,0.0,0.0,-2.220446049250313e-16,0.0,0.0,0.0,0.0
Median,fit_time,0.0014753341674804688,0.0008196830749511719,0.0013742446899414062,0.0007171630859375,0.0013191699981689453,0.0012450218200683594,0.0013816356658935547,0.001255035400390625,0.0012328624725341797,0.001132965087890625
Median,score_time,0.001600503921508789,0.000885009765625,0.001493215560913086,0.0008604526519775391,0.001550912857055664,0.0014698505401611328,0.0015273094177246094,0.0014843940734863281,0.0014030933380126953,0.0013852119445800781
Median,test_MSE,0.033048591452855124,0.010903115020217551,0.04414040661099643,0.027021368929135953,0.036483275349690834,0.0078107319462137545,0.04014249859010446,0.029935485224987294,0.015006306197202507,0.026786969342385197
Median,train_MSE,0.015830650913346712,0.01669509209220582,0.018711709558613593,0.014680310353591021,0.01966885096627679,0.016567190253248848,0.018263960411121646,0.015038658341210065,0.018394858919181342,0.01732388954234655
Median,test_MAE,0.18092523719165088,0.09911261859582543,0.2097643835616438,0.1617626185958254,0.17163193109347707,0.08249999999999999,0.19992876712328767,0.16915099521663504,0.09745974716886312,0.15102054240317397
Median,train_MAE,0.11389098976802628,0.12145039441698263,0.10962359647177713,0.11361914441698262,0.11439015303029801,0.12325664441698263,0.11234799558242899,0.11466850255939826,0.12066161757081378,0.11579245436769463
Median,test_EV,2.220446049250313e-16,0.0,1.3322676295501878e-15,0.0,1.1102230246251565e-16,0.0,0.0,0.0,0.0,0.0
Median,train_EV,0.0,0.0,0.0,0.0,0.0,-2.220446049250313e-16,0.0,0.0,0.0,0.0
RF,fit_time,0.021376371383666992,0.014885187149047852,0.02364349365234375,0.02237725257873535,0.014394283294677734,0.018305540084838867,0.0198209285736084,0.01787543296813965,0.014767885208129883,0.013391494750976562
RF,score_time,0.005501508712768555,0.004246711730957031,0.006143808364868164,0.005341768264770508,0.004231691360473633,0.004776954650878906,0.005305051803588867,0.004809856414794922,0.004241943359375,0.003830432891845703
RF,test_MSE,0.02752564551460651,0.008320194424265778,0.015343445228586858,0.031551870902116745,0.020554155199515922,0.008847011076640038,0.0410962085682025,0.029427503684386378,0.013565431122854812,0.021792985742187233
RF,train_MSE,0.0038583550847753906,0.0042191162892693205,0.004817181650126109,0.003426093822562473,0.0035954930313440493,0.0041660964823679,0.004342407698218548,0.004062463069372651,0.003830739341006428,0.003779590496657485
RF,test_MAE,0.15343325234481192,0.08070571190072923,0.10652007711689707,0.17612733203039527,0.1242009930070027,0.08350054294721523,0.20114323668761278,0.1706298674254916,0.10356293014693836,0.1420053134770541
RF,train_MAE,0.05268481672907159,0.05629642461256809,0.060200290358846956,0.04841362204043612,0.05199968018219012,0.055265849826301366,0.04917582864634771,0.057007133161853206,0.054651542888273986,0.052020430010645255
RF,test_EV,-11.661314443031234,-0.5188500256466615,-27.690821905083332,-0.4304357961141745,0.021095478718911265,-0.07068512001731175,-2.7289860985270744,0.7635288888352755,-0.679361801585459,-0.4663683430456682
RF,train_EV,0.74422302493975,0.7448983313053057,0.6792943850690298,0.7671039271812121,0.7662008311916563,0.7453434640929032,0.7135369588939524,0.728923176178351,0.762229658779941,0.7552781578982368
ExtraTrees,fit_time,0.023738622665405273,0.02502584457397461,0.012054920196533203,0.027661800384521484,0.012026548385620117,0.019008398056030273,0.019961833953857422,0.012009620666503906,0.018903732299804688,0.016430377960205078
ExtraTrees,score_time,0.007013559341430664,0.007339954376220703,0.004175901412963867,0.0071294307708740234,0.004218101501464844,0.0059528350830078125,0.0060656070709228516,0.004273414611816406,0.006038665771484375,0.005500316619873047
ExtraTrees,test_MSE,0.026339733496708546,0.006222618464361159,0.01999067655494571,0.031254301020329854,0.020291130868140796,0.010551670123150992,0.0340916638806383,0.02240143437924581,0.01834810268277811,0.019041935858141058
ExtraTrees,train_MSE,0.006093664879881456,0.007520784856110048,0.005860827620744758,0.005919410646395411,0.005558976887126853,0.005175042102883865,0.005501252869690812,0.0058870291650122576,0.005349286073160299,0.006482189835156679
ExtraTrees,test_MAE,0.15206050624480172,0.06899790121280254,0.13922931427483795,0.17378657730399263,0.1383835837764099,0.09798453717060127,0.18321528066051132,0.14402990508867916,0.12755051255205188,0.13496833952260187
ExtraTrees,train_MAE,0.07309745369881585,0.07940050917504465,0.06974318557375725,0.06969777600417773,0.06952195962251138,0.06254800844873706,0.06679037052853758,0.06972900137777625,0.06534300149179206,0.06924137082126466
ExtraTrees,test_EV,-9.225126131521248,0.4947234864693246,-3.3491106274073417,-0.5686113798569312,-0.5353439117450163,0.016743897122042495,-2.063541873411385,-0.2519179512488223,-1.2402220440075662,-0.0060357666278267885
ExtraTrees,train_EV,0.5918575302246134,0.5422560200485442,0.6078521581061636,0.593787102012346,0.63665799115538,0.6866922422533112,0.63651549926099,0.6020387270665813,0.6669969356901047,0.5782324115375118
GradBoost,fit_time,0.011160850524902344,0.012711286544799805,0.00799870491027832,0.010149955749511719,0.007797718048095703,0.011265754699707031,0.011445760726928711,0.007626056671142578,0.01290273666381836,0.01138758659362793
GradBoost,score_time,0.001931905746459961,0.002153158187866211,0.0013995170593261719,0.0017271041870117188,0.0014257431030273438,0.0019567012786865234,0.0016734600067138672,0.0013377666473388672,0.002104043960571289,0.001867055892944336
GradBoost,test_MSE,0.03403091795034296,0.014399318946034556,0.02345268956717094,0.02710699666324389,0.03430693060572998,0.01569711095045311,0.044621758287643205,0.020008358277772344,0.015241658217681373,0.027166657621970212
GradBoost,train_MSE,0.0012069662566944605,0.0017557631836136816,0.0011457642020893033,0.0013683415014537077,0.0013093873604263925,0.0014343469065340433,0.0011824407625794398,0.0011146963886374639,0.0012556372074191237,0.0013050851949874276
GradBoost,test_MAE,0.15763193252984506,0.09416239193861126,0.12825900442999222,0.15828624300471986,0.17087859614126494,0.10465359975380173,0.20661417924604905,0.1366640344279688,0.11167302911400172,0.16353225625805082
GradBoost,train_MAE,0.03127923235694577,0.03812065067185842,0.02986325076315798,0.03260940345314779,0.030676700388155113,0.033474072552792236,0.02935193817794571,0.029402900938975317,0.03129641676695887,0.031816179299084764
GradBoost,test_EV,-28.185100261399416,-1.9660448432272974,-49.264283610639424,-0.45513571814685694,-1.5180631144910577,-0.803288728933909,-10.301110547360805,-0.005949655804692311,-0.8394632065097885,-0.7424193004256252
GradBoost,train_EV,0.9187934974583039,0.8928535895860076,0.9232823918095407,0.9054252978862531,0.9143260500485992,0.9123030862639054,0.9218340272498007,0.9246266454552228,0.9218294216419826,0.9140970591006832
AdaBoost,fit_time,0.06814742088317871,0.08445572853088379,0.05828404426574707,0.06707501411437988,0.049445152282714844,0.05578136444091797,0.056156158447265625,0.0571138858795166,0.047075748443603516,0.04456925392150879
AdaBoost,score_time,0.009753227233886719,0.01102900505065918,0.00922393798828125,0.010152578353881836,0.008404731750488281,0.009235858917236328,0.00963139533996582,0.009202718734741211,0.007997274398803711,0.007749795913696289
AdaBoost,test_MSE,0.03744537520866105,0.015490869050353472,0.01897777116973605,0.030859893745056453,0.02554624535746608,0.027651645380550417,0.05957897583066779,0.026421449773996294,0.02729774615603789,0.017186826322608748
AdaBoost,train_MSE,0.00042487172874927946,0.00045532314069574313,0.0003865416103404495,0.00042147631998326715,0.000540560674377911,0.00021081585058497514,0.00018469466683680976,0.0002909233016438051,0.0004566761578146965,0.00036233015854032085
AdaBoost,test_MAE,0.15187905784986988,0.0970663812990634,0.11593626760012454,0.16322503773503533,0.12560693109347706,0.1373620151896375,0.24285296859079505,0.14861942579012136,0.15619579785800022,0.12289141526844911
AdaBoost,train_MAE,0.015311771267276841,0.01496259369707021,0.01583149254166785,0.013728343703080457,0.015591164924841399,0.010151110217430958,0.010515078966208787,0.013778165095438753,0.016431302423410524,0.01531073153453836
AdaBoost,test_EV,-44.695620515801444,-1.1832086968567674,-38.74268196603518,-0.5155615294895666,-0.39047595794566536,-2.3960345755596424,-2.5173004365220497,-2.274618991611051,-2.521240904074387,-0.16589122562128122
AdaBoost,train_EV,0.9714313005112926,0.9729254322350888,0.9741336106671479,0.9709441215809648,0.964869163807016,0.9874282303319198,0.9878602509565655,0.98040873325169,0.9716279749175132,0.9761558849699785
GP,fit_time,0.004559755325317383,0.0023467540740966797,0.0049593448638916016,0.002083301544189453,0.009593963623046875,0.004422903060913086,0.0023345947265625,0.004114866256713867,0.002105236053466797,0.0020301342010498047
GP,score_time,0.004485130310058594,0.0013172626495361328,0.002760171890258789,0.0012884140014648438,0.002264261245727539,0.002226114273071289,0.0013260841369628906,0.002500295639038086,0.0013146400451660156,0.0012938976287841797
GP,test_MSE,0.0718313376708071,0.025116642177380143,0.0002407935048035576,0.0568267889791475,0.00938169062614161,0.0347160658574693,0.004279699770516443,0.07244033096216261,0.019485232402175527,0.022120602137431594
GP,train_MSE,2.947137439660886e-22,3.4696437955095245e-22,3.6540912587268443e-22,3.014318861648123e-22,3.6192466920744714e-22,3.2561119414588784e-22,3.5121907604974905e-22,2.8954756265636047e-22,3.3957535037523523e-22,3.363375083656452e-22
GP,test_MAE,0.26550399806381725,0.15191266272416792,0.01179396979657975,0.20683973015380036,0.05009531507906511,0.16190360657613795,0.04445600831838858,0.26532516456568994,0.10935528492173678,0.08641498146207884
GP,train_MAE,1.2595904788230176e-11,1.3820369604114164e-11,1.5374143508865998e-11,1.3153088878921615e-11,1.5067125394551766e-11,1.3571043199589333e-11,1.4661516888527284e-11,1.2622923616286771e-11,1.4121969095173419e-11,1.4309539258567096e-11
GP,test_EV,-3.2554097662025407,0.5799069798983758,-0.21172121929655563,0.13422017281426357,0.021863206571995253,-0.11399170136502179,-13.019015868867436,-0.5436359457926068,8.591485909326124e-05,-0.006449771028051998
GP,train_EV,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
ElasticNet,fit_time,2.336395502090454,2.2848727703094482,2.3141493797302246,2.0974009037017822,2.1746926307678223,2.194270610809326,1.9140491485595703,2.4259865283966064,1.961073875427246,2.257523775100708
ElasticNet,score_time,0.0011546611785888672,0.0011446475982666016,0.0011522769927978516,0.001176595687866211,0.001043081283569336,0.001013040542602539,0.0010254383087158203,0.0010075569152832031,0.0010724067687988281,0.0010683536529541016
ElasticNet,test_MSE,0.04041763022609325,0.008479457537570886,0.022134583647646703,0.026958595100256555,0.018136818621237005,0.008409737662759677,0.021926464371858814,0.02483975622769127,0.013286357798955109,0.018778551851265538
ElasticNet,train_MSE,0.008659106981648398,0.01638657960476475,0.01493482694670077,0.012317787524642965,0.015283377983262752,0.01635572844502155,0.013816535095276009,0.014788997987017466,0.014035306483944035,0.015192555473939613
ElasticNet,test_MAE,0.170285942266971,0.09033035682221224,0.1483080363555755,0.1628360727662622,0.12528828743036055,0.0825,0.14636983425631223,0.153350351109745,0.0991501910057793,0.1356317511416856
ElasticNet,train_MAE,0.08303259173008584,0.12227784981420611,0.1150306398725357,0.10474440328057266,0.11790810848818756,0.12325664441698263,0.11044293007283072,0.11558065357618816,0.11215373190051002,0.11719143539146629
ElasticNet,test_EV,-35.29533797026243,0.0,-4.440892098500626e-16,-0.19259159374493828,7.771561172376096e-16,0.0,-1.937866451410446,0.0,-0.3684210993554873,0.0
ElasticNet,train_EV,0.41740227681273423,0.0,1.1102230246251565e-16,0.14864009853833504,2.220446049250313e-16,0.0,0.08664946275737018,0.0,0.12622211352190593,0.0
MLP,fit_time,0.11141562461853027,0.11189818382263184,0.09489727020263672,0.10882258415222168,0.0649256706237793,0.06730103492736816,0.05036735534667969,0.07384204864501953,0.05563974380493164,0.047315120697021484
MLP,score_time,0.0016369819641113281,0.001744985580444336,0.0018055438995361328,0.0017313957214355469,0.001291513442993164,0.001394510269165039,0.0012743473052978516,0.0014133453369140625,0.0011169910430908203,0.0011179447174072266
MLP,test_MSE,0.012047348883360749,0.007190980674459516,0.06550613809916647,0.031003900962065685,0.047835071139643456,0.012760742366004274,0.013435995778323023,0.018706694192476527,0.01364132406671628,0.036068637277946146
MLP,train_MSE,0.008795192803179273,0.01982928615643994,0.020760389180572623,0.008812484125996844,0.010741102088662125,0.006715848845153405,0.020924205646750755,0.00926065450705182,0.008181593226589411,0.008500954610489107
MLP,test_MAE,0.08940133399736695,0.08305552439284483,0.25167626184273023,0.16859338456586814,0.19900735669047848,0.11071965024257185,0.09433249037133336,0.09408920591296845,0.0923164540664725,0.17969834118455555
MLP,train_MAE,0.07524920471294283,0.12540542076267225,0.11265869186834221,0.07568719698994802,0.09209444212839318,0.0632220190954062,0.1222052989165705,0.07096976804974295,0.07278988286764196,0.07330174201672414
MLP,test_EV,-16.11215399172189,-0.04446410354035302,-14.542296490100943,-0.13558575399691009,-1.972820204254906,-0.6445660383891691,-25.53643776512001,-10.359907105124794,-0.28332332480502553,-0.5138822573241406
MLP,train_EV,0.4103091430412913,-0.07733217717191199,0.016601837093494942,0.3912703729546876,0.2984861716959377,0.5898924681817442,-0.13880589593261483,0.3742531978673027,0.49066249116437743,0.44202200914106493
