species_ibl,species_ebl,ibl_true,ibl_est
0.00999999999999801,8,0.0252277567846101,0.0503009130337802
0.00999999999999801,40,0.00781599999999999,0.0197308385190656
0.0100000000000016,12,0.00907756548536207,0.580478495251348
0.0100000000000016,14,0.00571359999999999,0.745944001558487
0.0100000000000051,25,0.0124260520738722,0.836028599389877
0.0100000000000051,30,0.00587974982298795,0.217602349505964
0.0199999999999996,8,0.0161184451005202,0.223984463656692
0.0199999999999996,14,0.0118766461392705,0.893289029982466
0.0199999999999996,15,0.0194417777367121,0.233200489880667
0.0199999999999996,20,0.00490275789315048,0.248220929367553
0.0300000000000011,8,0.0219496238747071,0.286926363879789
0.0300000000000011,10,0.0342994119311929,0.588956633856316
0.0300000000000011,12,0.0220612949908968,0.46378435561901
0.0300000000000011,14,0.0288944,-0.149493762292621
0.0300000000000011,15,0.00821483034693101,0.187465690855507
0.0300000000000011,20,0.022107738032056,0.298858960266903
0.0300000000000011,25,0.0303634400641619,0.116955519352688
0.0399999999999991,10,0.0423582375478927,0.00370405827685536
0.0399999999999991,12,0.04432402022756,0.0038976035437864
0.0399999999999991,14,0.0523916359163591,1.22444218081236
0.0399999999999991,15,0.0338781836506769,1.12608251753281
0.0399999999999991,30,0.0386156037552605,0.857001850690899
0.0399999999999991,40,0.0491046,2.32336754954154
0.0499999999999972,40,0.0311762,2.60148000489141
0.0500000000000007,12,0.0383793362604329,0.816187011655178
0.0500000000000007,14,0.0530914647699488,0.102538469314514
0.0500000000000007,15,0.0428659028772296,0.4010489878501
0.0500000000000007,20,0.0451996626347404,0.666890678828676
0.0500000000000043,25,0.0504912094895149,1.06043086459952
0.0600000000000023,8,0.0582235245017912,1.65627832105303
0.0600000000000023,10,0.0628618646076738,0.848231840233453
0.0600000000000023,12,0.0674870609981515,-0.217463347675134
0.0600000000000023,14,0.0747295773074989,0.575805854189447
0.0600000000000023,25,0.0617501696132818,0.709751695018499
0.0600000000000023,30,0.0597208,0.871269915583019
0.0600000000000023,40,0.0575973640005169,0.0364900757699663
0.0700000000000003,10,0.0699428273525069,0.329132342730686
0.0700000000000003,12,0.0681441357012325,0.0300271965959885
0.0700000000000003,14,0.0816256631299735,0.811637927474454
0.0700000000000003,20,0.0682292920607625,0.0763538563976807
0.0799999999999983,8,0.0741872491791319,0.590598050712466
0.0799999999999983,10,0.0782448176331672,0.000318083436926196
0.0799999999999983,12,0.0816578000000001,0.717377646380294
0.0799999999999983,14,0.0835224157254934,0.537491320493797
0.0799999999999983,15,0.0910048243757937,0.252441696825494
0.0799999999999983,20,0.0777975576662144,0.876374530893344
0.0799999999999983,25,0.077084799681877,0.672786026583111
0.0899999999999999,15,0.077008359486448,0.430035985411614
0.0900000000000034,25,0.0830672246618136,0.379108519138131
0.0900000000000034,40,0.098485911928463,1.8108501425413
0.0999999999999979,10,0.0987752,-0.0425553778257015
0.100000000000001,25,0.0975717999999999,0.894474193820511
0.100000000000001,40,0.101726308539945,0.634461854372377
0.109999999999999,10,0.100303431778452,0.971265034604426
0.109999999999999,12,0.0991579505058795,1.12461847686913
0.109999999999999,15,0.1009982,0.483654109590559
0.109999999999999,20,0.104683654475021,0.452493870486986
0.119999999999997,8,0.119416210804819,0.470885834932822
0.119999999999997,10,0.11283536084169,0.117433129287806
0.119999999999997,25,0.126909541511772,0.918850768520625
0.119999999999997,30,0.11903324099723,-0.00213685200923841
0.119999999999997,40,0.1201982,-0.189588789670814
0.120000000000001,12,0.111263570158354,0.273419238216545
0.129999999999999,12,0.140298027663934,1.54673059379572
0.129999999999999,20,0.127045967552316,0.00517675438992639
0.130000000000003,8,0.128586823659404,0.137062185453582
0.130000000000003,10,0.126244973544974,0.36875084514488
0.130000000000003,25,0.139722983105068,0.108436266989342
0.130000000000003,30,0.135306527794599,0.119815475981318
0.130000000000003,40,0.120977764423077,0.0164716487377561
0.140000000000001,8,0.138205048784265,0.628038832853731
0.140000000000001,20,0.138553976181329,1.32747274913551
0.140000000000001,25,0.127097892660646,0.859909874921586
0.140000000000001,30,0.134762308522977,0.901072110073329
0.140000000000001,40,0.138774877650897,0.365487087659692
0.149999999999999,25,0.14321151827226,0.449108892612002
0.149999999999999,30,0.140669811320755,0.110140592057413
0.150000000000002,8,0.146593471324552,0.00660623278497916
0.150000000000002,10,0.1426448,0.598827745868549
0.150000000000002,12,0.137912398190045,0.172734797094892
0.159999999999997,25,0.170687677666544,0.356543916008294
0.159999999999997,30,0.152715012722646,0.521880251084584
0.159999999999997,40,0.150435,2.56933617758655
0.16,8,0.162431344208135,0.805083693241551
0.16,10,0.153132322216204,0.0464580497694217
0.16,12,0.146976264409375,0.683099407311623
0.16,15,0.13513456627718,0.939894212536599
0.16,20,0.170683118741059,0.126000132613528
0.170000000000002,10,0.162624760130941,0.553943469087877
0.170000000000002,15,0.160759316537789,1.01248090909993
0.170000000000002,20,0.1670052,1.5006257326183
0.170000000000002,25,0.182520234440413,-0.37635491544319
0.170000000000002,30,0.166435318631707,-0.0209209148579129
0.170000000000002,40,0.164374,-0.0817252925446076
0.18,10,0.172941865182868,0.305392036558843
0.18,12,0.174969796868182,1.40924580132491
0.18,20,0.165754651944849,0.221015049561402
0.18,25,0.192126098679834,0.828382624268925
0.18,40,0.164118811881188,0.292776339574801
0.189999999999998,8,0.20639223328491,0.45453586272124
0.189999999999998,10,0.184200413963301,0.269124017022043
0.189999999999998,25,0.1935824,0.946275744239603
0.199999999999996,30,0.1956558,0.900109896356921
0.199999999999999,8,0.198112054612055,0.57702240496489
0.199999999999999,10,0.196652318800333,1.28153999031948
0.199999999999999,20,0.18913737745098,0.285026818105458
0.25,8,0.24613047855041,0.822419298926221
0.25,15,0.259505845505845,0.239830820909551
0.25,20,0.236132066938037,0.010582432911904
0.25,25,0.256001075300935,0.388475087373275
0.25,30,0.24465720442196,0.029894167239837
0.5,12,0.50580639010862,0.752908373124908
0.5,20,0.498256126840314,0.480449852518035
0.5,25,0.50860331436481,0.0704205095620395
0.75,8,0.7587924,2.14197543452563
0.75,10,0.751316464288408,0.378688882349727
0.75,12,0.764189805499664,0.125364671488055
0.75,15,0.758237357954546,0.693277656774706
0.75,20,0.723356380310957,0.952472899067686
0.75,25,0.762872816838335,0.0357365564041628
0.75,30,0.728782594417077,0.0947661758171704
1,8,1.0157964,0.618466222188902
1,10,0.991413032054652,0.480420799587638
1,12,1.01413854671874,0.60386392247798
1,15,1.00080586450961,0.111040736555089
1,20,0.980807853620316,0.381555464051833
1,25,1.0009411558669,0.0249795002053477
1.25,8,1.25985950413223,1.58095116133939
1.25,10,1.23387903225806,0.329986424975705
1.25,20,1.22908516676934,0.974648769996128
1.25,30,1.24869658371995,-0.0312922119002013
1.5,8,1.50087157743872,0.45105849875969
1.5,10,1.4921828,0.0474261821712696
1.5,12,1.51381343567968,0.119500950655868
1.5,20,1.4943058,1.60848356974623
1.75,12,1.746809,0.0946063354606311
1.75,15,1.76347268828056,0.196057083178898
2,10,2.01110098753821,-0.0724579803012325
2,12,2.00741543203739,0.21632697333001
2,15,2.0020726,1.16178989697898
2,20,1.99085260586319,0.00207421051394427
2.25,8,2.2581474072304,0.55814606205458
2.25,12,2.24599215883193,-0.0226499356869262
2.25,15,2.27380673176813,0.976925764464945
2.25,20,2.2489876102422,0.463044923093787
2.25,25,2.24198015173577,0.442929974895358
2.5,8,2.50029465224576,0.058755995283369
2.5,10,2.4960428,0.56028551611601
2.5,20,2.51149424433717,0.654132985758492
2.5,25,2.48486475545823,1.60749543389665
2.75,10,2.76948559793405,0.0564791637083749
2.75,12,2.75738078598197,0.649222908126862
2.75,15,2.75488123914466,0.40317523562839
2.75,20,2.74222957451419,0.745091476928884
2.75,25,2.73806612952785,0.472494555213255
2.75,30,2.73445460303098,0.427883596716919
3,8,2.98221664149656,0.712060414115632
3,15,3.00891693113298,0.229636378441109
3,30,3.01824682814303,1.11393681663557
3.25,8,3.26138960060285,0.338650532041124
3.25,15,3.25003182223864,0.145812670784083
3.5,8,3.50000031014965,0.0253026757331783
3.5,10,3.49331040058419,0.152489753138237
3.5,12,3.48936984536082,1.24459863289735
3.5,20,3.5120106553655,1.03166958069419
3.5,25,3.50557077826726,1.20005957933597
3.5,30,3.50326507852711,0.556325460313448
3.75,8,3.75885847377166,0.819930449698648
3.75,10,3.74317968066995,0.0890497226165183
3.75,12,3.75509624604252,0.0577080408000724
3.75,15,3.74104519950125,-0.05215038084672
3.75,20,3.76130744,1.53809499323722
3.75,25,3.75813086738569,0.048990550027142
3.75,30,3.76337718791066,0.894613492985648
4,8,3.99767192343982,0.0599347157303109
4,12,3.99908143876991,1.20129866700054
4,15,4.00371774504512,0.706416071549254
4,20,3.98537828458105,0.0459365219426899
4,25,4.00844603005923,0.583408112156981
4,30,4.01079375819564,0.622862230376212
